A,B,C,D
265.2981543365896,356.3331283031534,371.1311267858216,339.73774967614196
150.41737899650943,444.605754589314,479.83686134765185,220.4639759007246
352.263365610205,371.0331955923449,579.6506392263286,233.77945962403084
120.08785789162532,359.68139912111855,529.1481256922802,217.90845993367853
282.1860469978766,383.67096450466266,367.44631564952607,141.84879597914983
253.21070448414295,431.75837714656876,483.6170231105922,254.48810579057022
194.87395574599554,360.27948565177667,476.5353376002688,299.3245380873709
269.0939419793406,414.31599652556,548.7367055105319,319.2718799212706
200.47893781786567,406.1737425141133,466.7520542174596,254.30261762025754
368.840840710867,392.74420078936066,425.2383511646383,306.61148359741094
287.7114789682004,366.89365500432217,559.5370430957488,262.32826797375037
360.55511934200825,416.1536517210445,402.57950926916646,161.62931938754446
377.39541385461763,418.0866267142731,478.7924697671328,221.66436381200026
311.8491794178215,313.99166667463476,605.995676027622,230.76812787134872
464.5470246101953,362.2646828771371,435.7870490029816,66.5885816638285
351.294546605607,334.8443089829958,435.1131195238808,230.67653102278123
367.57049838684827,442.4589243474463,492.76062235515946,281.4595935662336
287.3867994738864,411.5308967233511,469.45079630351955,351.09409737669114
305.9335728964313,376.78206598985486,507.8529664048168,342.71485930359904
390.34103761966946,350.8395053163266,511.4361747727445,341.3120869317058
268.93739582327544,460.38696732792073,602.1526059681958,262.6623646379333
195.42646376272336,331.75150467012776,542.4541876111165,345.88640779122375
311.8399465411089,412.870485446548,462.73211751673176,433.6984310948393
283.55637885948994,363.70539913682774,542.94533735917,438.48192100624277
345.1715950057539,403.8930790567963,538.0586944767985,425.6566471796448
329.9720217172625,376.05827011875226,445.1380410455242,313.306385994723
227.20111763743895,375.91328197390357,497.35823064719176,436.37289672756043
233.51426753550405,436.49340813822806,473.48168904439,446.6272157893621
183.77557198173594,335.679911555825,526.5409877670846,497.9578021854299
187.8821343882702,382.3975250780812,461.82787801499,434.9992654747408
253.2680810659794,370.290233323328,487.79666112240585,342.1915955242159
281.9166909256494,443.89270872963937,565.2887314259029,282.0391337837379
288.90928099750835,476.6380811119969,514.5154763970597,516.1708896219423
377.88139644184247,310.55503225481516,502.0061590494268,566.7798508537493
397.6213176384176,395.1174178804826,454.32113698468174,515.4612097857072
336.92311570668716,422.21060557594546,493.2100266973763,514.1593479962978
309.5725654800107,315.9973334258023,490.48216883636934,384.94869226395707
285.96427743960214,378.60760796105194,551.4024730641671,500.26588481832016
262.64043133173016,356.76281289627065,562.7600864650699,352.9661652729967
346.1332621434543,415.7950331474365,593.2442666516603,422.57004001953527
325.6191078479811,380.7779633287633,553.6639635078777,333.68590208084765
463.2178152544866,389.89044535708433,577.5945296549008,489.9343543227019
338.9433748834758,290.8255205077568,484.58256765788576,487.4790243653963
247.06484210596346,367.2965362255748,484.4432531165304,462.762705193144
417.7047491048354,372.11847320620456,560.1626486226843,615.0403451145735
208.17892328035896,326.02055001255917,441.1154118890343,634.9108382117937
259.4320741221528,393.9022098411734,523.9792176852728,452.8861966375151
350.3356594054851,416.27263669416976,555.9950395657202,391.0699546001029
305.8988584545369,358.89257275279704,636.5261408067989,453.40211680396277
357.2999775490208,426.2166621589719,503.10686632797524,468.44691479583935
164.15759207737563,325.44403482360076,626.3308193596325,319.63190839063725
159.0015364983775,453.45463073792826,565.7329575870289,568.7460723004504
189.99810857121372,365.4996270305322,490.8011712039788,440.1839368129391
194.8916844944102,420.9324761115313,607.2120615406568,507.37988695606765
128.38748282443052,434.9367609175986,482.9324260436717,524.1814994039606
217.83712095632666,455.23907727957527,505.23485548471336,583.4427140234786
188.14700309311945,356.226830611056,457.21738654800004,482.75389369305833
183.44096558908353,416.7295220376579,467.51417013476697,449.8323378461859
234.83736703030655,361.7366310772018,584.7529556874983,667.8435330690019
364.91276261262,422.4537045820074,545.5136288896318,462.3830409422789
278.18360865464547,388.5729759457382,529.4744035082448,380.9490148037935
299.99531532827103,335.98116619386053,573.9796908132533,436.8367645249601
368.16925099167446,344.3800579642346,456.0627238347543,317.89426756043827
332.23470820702846,372.9344043983146,467.615874335548,472.3576378169484
251.15172842246912,376.5054097894962,502.9221106283612,514.9312187878716
287.59264291815697,352.0430528427853,553.0388436923523,311.8467744971223
259.83790081804125,441.2271840419075,497.07073425508503,394.17242374696764
303.55749075453355,387.77061935137226,498.9576858131248,495.2517752976249
255.67705294242893,414.0190670598528,639.2114629496449,473.09316533839666
348.7022800047995,452.3797783624966,621.3620099056149,593.4489091582002
239.38448568462783,383.3091705869987,545.7114092481578,564.4296126778889
267.49408304744316,375.15875126832805,489.1837260923936,595.8859573585165
300.10326509550566,391.9511529740354,630.2202376640812,327.8327324623574
368.3593895450821,391.2268053651571,606.1991317435582,555.4484597741148
259.3750187489743,314.39006502113153,547.0192042163444,640.5316122265982
219.17632370697956,332.52199543915395,574.8594023380994,397.76753624734283
142.34263308982577,269.23792729863067,517.1514417416913,489.8882111418249
235.64466618647674,366.3503167442852,562.3048898270515,296.14601329261916
296.11770818155344,372.3314537509265,499.3347176702291,280.67209158276705
266.7812613805871,422.81053862124065,555.5127524726538,504.4709170558743
274.4300239572422,456.28205422024365,569.1076145412426,368.241512713441
332.0486899394222,451.60017156715435,501.7558714552987,311.93493350688897
282.56119791745164,339.22690352957665,446.78301737508775,485.5633024175784
350.19704912144283,395.59951107172054,516.8001992373274,233.34299453163325
368.02219124596223,403.98557463712086,477.4043317752781,382.95200241794913
310.9459660607167,430.9720803160878,590.377922642025,522.1463166987371
440.8221022044668,390.9697972220939,500.46252586691963,388.62903657656665
350.96115782648485,408.8893724103213,597.5431008640307,457.8449726389616
377.4452644748993,394.24043666914173,501.72493177772236,423.2197386368616
339.4506434535332,424.06127337419724,497.6716382978075,292.6033533555806
200.00444806651228,411.92832955817494,581.5292460022449,145.6138165965732
295.58161038726934,378.1750719800127,535.5428367321924,299.95874555486466
312.3671130404001,377.5438325243789,503.5311117942098,323.50310531817036
385.25886537550696,414.70781807103964,486.2983822676529,368.91151613937683
331.82994775266326,449.69843393705986,607.0077911525136,337.26768393366274
325.8875747439178,354.0823375453528,602.0470377795056,364.8962629381317
316.63826805827915,399.4270709532366,512.484145656797,378.67081431843434
229.3264908410698,441.4154195005821,521.5521447160594,525.5033283828599
158.01189030676045,329.3505854710646,598.7723094991699,388.0224813694324
115.24786788895524,422.7534869644326,669.3580680511161,488.45703108916973
204.59992461518607,407.87828856837,580.5741209374572,456.061856104183
217.61742701391015,385.38340448165934,475.6101502321924,371.891349133267
343.27401483095844,373.97912735468407,619.524881533389,324.1508155850082
208.1416517054404,397.90584173076564,552.3104047191226,560.5021191343873
273.3487035198809,453.7418885160296,515.6515610775311,363.4050431000961
287.178074306578,346.5563009253037,401.61870929065606,419.20648630919936
356.16377263142226,452.68226622122165,482.3290665173596,464.53595068289434
371.0607416950875,404.51550435319916,496.07529940450314,396.6161121462285
255.0264171302842,346.1768073776731,634.2846992436328,445.02188871183705
241.9428074178218,465.7286191112836,515.2056402089154,285.33000658782873
398.8836117449034,471.5589077637285,475.7157087574733,454.4996448397251
402.297353789495,348.253058570537,418.3980088271533,312.96105173174743
352.6665610971862,486.07557060929526,437.8183137787059,464.9917935442432
277.465182161617,360.7807957350903,440.0889114251462,421.1773453383408
352.00508414017395,381.28124644523564,481.9747226696481,434.6700868686829
444.1245730561564,319.4137823135759,449.14904877445315,496.00431359211103
226.60612138183222,360.51001680138035,391.2742002663194,512.0751165582152
248.96503968135198,405.24904180723405,440.0730426646816,576.9986862474093
339.9326222750697,365.077497412679,471.7674674620918,441.98467543929286
331.1845751754808,362.55720374621836,438.0651091590662,557.007209997741
244.81315309486519,391.38254579487415,341.5110324563292,516.3234677784147
225.19603129561168,438.90198386926346,448.5643719888004,495.942912625537
264.22563777332726,442.21703085262584,477.599125075604,478.7196804462446
185.62359994873208,420.6406760352139,485.74918110934715,600.4779616744377
159.61657962103365,399.2818660262185,453.92605382548385,343.1498484606723
293.51088533747003,365.43442747625244,561.8756281889761,370.66051691903056
216.0117892806945,384.4749653621506,469.49180187192775,424.84424452497024
232.08622979230202,429.3375272497575,440.1672139130196,578.5954474419159
298.6071592196005,389.426275970525,455.21082498649224,557.9054327603585
326.52344030874127,440.13662672945736,424.94254529705927,497.9934671713311
398.8116199468444,373.258327953035,412.76057439302497,488.4227470935549
356.9625314511808,441.96945745057747,506.3296681774994,556.1883394650513
439.22922735681334,406.9924993044744,404.05313726551117,373.36192937388455
295.5360574892754,391.08997242336966,572.2338853022802,396.0869384393901
344.2957402509682,364.8606612821501,483.5005563466645,577.1392100937577
319.8770927270391,392.2601073504013,426.50285871668063,579.1987625706049
282.37458549816364,381.53458351328607,520.2866360730375,598.0935566146151
305.3349943625896,382.63089230253905,649.951193929395,504.6826925360989
277.8554896833375,452.49966364598345,497.92008096703546,319.9708626833208
328.95528358607555,396.1827747686686,454.41775432582466,345.5605655871651
377.3650758098339,409.5159952311975,461.2399721531165,468.2148977321709
324.9239255807481,356.2311809421462,433.09798499506684,416.5824645028962
362.0470203330773,395.7027447445318,461.5969914102495,403.8829831240088
351.87058974732673,426.68377680024867,491.14341676751343,489.0218250993907
299.1388313487286,381.4305510347193,563.3797265866724,536.0144363791209
240.2334846573488,415.74150969026294,417.6883223951196,463.9224004258815
218.1349549852888,418.0821615956108,546.0704490380081,505.70357007498984
85.33742759739016,407.00387213719756,500.1177214776805,564.770780217863
319.14550230208846,386.2336711229172,465.2215635486757,595.3086419557001
232.12803056321425,397.45933764277027,494.10269904053666,424.47570667792553
228.6403982977318,320.6494850002483,514.3883061927372,571.696861517536
191.1858594178007,373.5101481535688,538.3269007244231,295.4881123389422
397.65576981703043,362.7718853659827,554.6820232363576,628.335204034138
307.11524515499667,395.2892539137721,484.1131571708399,395.97094737053163
336.57263297983906,384.1582801694867,416.9117974230909,499.61564122707193
361.64087806417376,372.6511159013897,550.5574824427657,423.9374522027203
378.6742563621835,377.2223091288816,385.2871726508816,491.0897114612919
285.447330903557,439.0118685897486,407.853576419372,430.3302805835038
385.10660500638346,301.8206168291541,401.886054838315,424.131388345937
309.66418629902125,345.6805751074846,534.5804021299621,222.99459073188467
381.36809765428586,349.36373766256077,450.3266863341661,430.41940575794195
298.19127151243794,331.9615762801302,436.2900234854174,339.0598477607108
279.92773694553347,394.21341979749377,437.54732591815826,338.83019345531716
200.57908241142525,345.67988301798755,417.5844545704361,394.36981169589444
273.7983875905037,327.3490123472435,589.0177034339963,482.71517602366845
331.680409752633,377.97734196261354,427.0063849055941,333.44980318274594
351.7546427409213,365.1388878407448,477.22844092112655,383.63502960996095
295.4260393096949,371.0618239527662,420.30100420647767,402.45651550720714
449.36489483781224,363.33647691690567,537.992892962928,346.4875163854688
150.10236645130726,470.84279009654415,467.32855733585535,488.12726409391195
212.15942232942612,376.0648407296642,555.9831165992264,478.7167955367679
290.77440250503525,375.3234105290146,440.4866693789557,434.31055488847477
228.58537792814732,395.7915538646762,446.54884670196816,277.1442059671176
199.1018094007826,461.3866500856652,485.83867267199105,386.21750696176616
86.89085222241756,442.33574174051654,506.16893862488973,404.5892446763895
216.23692144755023,407.22938159898325,447.6822951745294,251.25018445934919
190.9618024214708,345.5955594726418,448.12682316185175,370.5162027869844
277.05978593378023,379.8618795175847,494.38136586073426,422.9755135478251
352.00356952543075,415.40867098246775,534.2849676593438,268.7741507968693
298.6859136755984,358.1319908494595,535.8731021121582,230.4479264096081
283.6745329943215,375.70504220454126,426.8924489013429,279.6480083754558
351.7668413317992,356.55266813741247,399.946662051499,363.1824468912253
284.97176719693164,369.47906397535326,405.56737753514057,281.53786430897475
243.56548214636268,337.2128891865099,485.5245449776602,385.14971119983716
222.3298717016637,351.8440051713155,427.5441891731743,225.1508496383645
340.0905188285909,317.65031378019097,428.27886565140744,303.5894800906367
337.355339767465,327.1455980548342,471.0274760089165,183.40200401205004
326.9976080033138,396.6220897590312,419.57428190784157,381.26365014907697
300.90622865283774,332.79200887962855,376.4397352126751,212.90896519084308
251.34571631539757,372.9723406173985,423.90534102538817,230.0084842815122
282.71174451347156,360.99877787567,493.3707153032175,321.11432058671977
417.4411382124379,451.59435827030103,366.54729844699335,276.2204068508418
299.04327428847597,365.64864624270894,387.1526233137178,264.80056348029854
292.1339379832293,393.2265605613991,419.81063967001137,262.9350125972702
187.5538979810497,404.43408982253754,281.75161341526984,406.8899443241352
203.74128730743305,436.63952027879037,418.93556329798423,274.6772532814156
206.72540231319908,375.0227903959127,459.499596237686,217.50805683557218
204.6063954728085,344.0229065819971,384.15205930725415,180.32160111894626
204.9610217135696,402.93143191860594,470.6105589809646,284.9482645636847
201.85807866500053,399.7469871609352,471.9468839950033,269.45152143499547
244.6662732490305,352.9355402559741,380.2692001108061,358.93827391961145
363.156229492236,415.48689519069933,385.7207037372765,341.5605210926185
313.91841521129567,401.9644487101947,453.6156075204013,572.9689127157833
324.45822664563,334.71356137368014,445.2725269531462,456.0359741340916
333.0188714401141,398.03800654490783,522.170077680386,369.0882690753676
324.58058237573016,380.0056167143533,487.74787034537155,422.09107050347865
341.3666926633713,355.6107402580788,367.14738713092794,381.92460177698285
332.17700101891444,386.0787982955959,350.11630818430297,309.99142854397894
283.3891960607632,418.64151948434454,313.541445709982,299.7209649441241
228.81730123041424,443.261815786566,378.01671358344294,338.06752529915855
283.63546105679416,390.6738574540114,369.20054210721025,360.2234884603902
232.67092493784398,385.8045780834357,363.95778848528886,410.96359580458693
310.0138974690403,275.337423977322,438.5970886156459,320.0992539066555
313.3068818615752,323.61652505708,356.41038679792763,325.0664391616396
234.32147324478552,347.14452198200786,380.05685399378547,472.94683150059996
260.84600713961527,401.30571302121604,394.92683298259703,455.38856051685605
368.9593708443872,345.4597081720919,303.0664012292817,287.25332945462185
221.03789911113734,395.54824466644357,406.53171851330467,418.0678787492784
185.8193665474601,361.658641498909,509.23734783088565,378.3015231527922
123.27333714575899,420.0847781513334,425.3097843333729,252.7117879322024
192.03798785959174,410.83567547637,450.2817031273051,178.23519716441234
237.8110779505422,350.69984437779556,378.3300754005391,423.0987936923906
317.1213430570076,354.03087943955234,465.44739508262893,372.4996225467787
275.6494208484044,366.72395188928243,460.3792536122968,251.38432105439904
240.75724595627628,372.11922308447834,481.6713888556356,220.56628460941755
331.7774315268798,323.743158328573,592.514705838956,210.8418473062704
352.809018207725,396.4931056555205,378.6854592360198,522.7271192094493
306.693109546148,417.90081501982695,473.1030585257753,514.3211865108397
275.0290107591314,336.566182353526,477.77371420667,337.1363001245063
433.587159597045,372.1013965389179,436.80032889894017,303.90436776445546
368.41107725278175,365.32038425062734,466.25338501280174,445.6254744830918
214.16584812041873,357.93315317956393,399.48694254109824,262.16393902608286
195.83841549986292,367.00922814053683,462.6228964078698,433.5871631282665
300.01752215546344,403.6452458973855,360.70085394595884,466.6896450595652
211.68599027548657,408.59307848510934,409.3476509281056,354.4279073426984
246.64823227634128,299.3106751899201,400.9132176032546,346.4997509061528
280.50454278327544,362.2762363162219,514.2797075439688,455.86412906512203
189.58364253834284,337.3584516656081,485.1053781678272,592.436365090289
294.726099655402,301.33855839805346,501.01580992482155,562.2211836608924
228.1680411124221,399.1777158107514,531.6808624276765,486.1829823072755
160.33224600145164,366.47501743600037,603.875918391763,474.3715284969704
322.22616596775487,312.1287793217545,475.70127019494987,297.9760768397323
94.52185624695053,402.59537533585615,484.93367390428887,550.0583451688657
195.6624798253577,377.727172347211,454.387305777938,517.5084196276124
111.97132634964774,363.5211925915755,514.7942557737388,469.9367325063326
241.16970110635373,470.9838155150991,520.8504433529089,372.771417380804
147.03917627944045,361.54696601115955,471.93691088650166,434.1443883113552
274.4239982064286,373.96826051750077,449.7642981022527,396.3739296585904
176.71902629688154,370.1681656074318,368.79938486785954,438.6024620363503
276.37559124265726,452.477663372905,426.7907018266127,498.585505887523
260.4794953258877,398.22180321639524,505.07250534936054,375.2849704000528
353.3944111814344,380.05978268592077,357.5384456320933,477.7953953846294
191.3217659696618,343.23134222728083,328.4002410953114,653.7094543076248
254.4724594710551,388.75830007994944,458.4601603013664,411.3018169810285
243.94132119692497,360.8317231998282,397.0212083241234,415.30587417008564
314.05712898913424,388.304266783857,439.6638045016865,499.3648752042931
226.93510957020587,331.76961256452813,431.7602939537099,477.3162263056946
294.88057337482377,411.14140418777424,531.8747642125079,453.98512945030245
306.5337745088344,396.83382415751265,401.47386510408865,437.33606540719575
208.2714399776258,334.69760954491824,481.48794285347117,398.11441862690856
272.01281423326645,432.37406219074524,528.4930609400956,330.4743043391693
273.6225613564432,313.8408468865905,494.0444220374362,407.9542942486239
206.97663459446193,424.48694539523,512.2828089739155,443.3322875937838
250.79426242912677,326.78351863039,353.9894744782646,302.28618619491726
367.4587279846056,394.95858796625714,519.5087404698914,469.7411809186091
185.32328524706168,323.14594185705096,463.6758451370666,464.46752060783143
112.80972213161782,380.0588693719775,507.0663399315167,357.63408862661527
185.6042128423662,369.74968565069094,463.67866848014626,485.6559814329353
85.0992885977878,389.02782943705415,463.36691547788166,434.3938715734749
147.19446051789168,463.3380814280282,371.7246697987027,421.0741333892951
133.9300250219855,327.71038371431223,404.73558307304074,459.2755325195033
235.51760847731978,340.3196382784847,546.8659073830063,503.2877267044164
277.1437111216272,388.2600248494156,450.00101915132893,564.3829402925264
319.7189871875703,309.35128870890173,518.3465680158375,617.2350443101682
311.5295371959461,400.1615226938625,514.0494180361419,650.1415002125052
227.01363455793742,425.2122319175804,621.9382418742226,417.3787520819896
360.3101048528384,365.18663751348976,529.2587125829702,379.7586862638796
324.07966982917685,403.3782642700192,508.32737603004404,526.5327469764425
254.83664053300654,461.0258314232176,483.3149350727756,326.1706137428984
241.37512512739897,386.52808780750655,396.09753996498307,275.40573706031
265.3360121924962,381.52087845323354,442.1386654434208,311.82013894705256
311.9577637730583,395.4109371503469,438.71946219146673,316.0523662850157
292.0927274096,370.90071625603014,409.2142214263466,214.20262400832289
160.4669965726024,448.3298320034333,454.39897892755727,205.59497252586934
221.43843180005888,325.5444757711774,444.39502278817196,273.2581329134822
233.2505315276909,346.4626456117607,551.5014473749826,294.96523355452956
268.66171347913536,484.39934083762614,527.2534451113733,227.49523951837642
281.6425009590348,408.4782608660127,450.3908660535268,462.9729241626399
259.8568677654678,444.45288732063653,547.9400743307971,448.4370126749882
180.65957299517726,395.66309849964534,555.0408574132218,363.3065347918101
142.397873079182,471.1204913958935,605.7668417892968,369.39375944320614
171.889423297995,403.22623413992795,595.5448030502891,188.04203552162687
137.29416419296984,381.6404354122432,592.4948127508301,162.6199995989892
113.2560818685714,400.3121026130811,565.1470717027707,364.0447773463069
164.7295736823666,377.7636982512218,517.1026408761833,197.64516961839377
89.26943150744282,392.32438311433407,511.6328928880504,211.02785588399104
165.39452685593295,451.77518312543725,513.3339129575058,233.49741391150542
318.46070134225755,453.5093014086943,514.129966842125,275.3129710298374
189.30578903372407,378.90157034986237,582.2053958062018,268.37399205502203
177.19252817805423,383.611838699333,588.0994113593943,340.7406839215213
366.49314075236725,358.2226382394301,462.886886252373,283.97419656518736
238.118906697199,368.3613215576078,559.1155884081429,159.65697698832588
268.8786913144264,381.5237320157787,638.6495358360525,100.18016973296486
372.1757620025456,383.27495560933164,463.7056619577089,184.2030065992893
232.3981042029293,374.0307862938509,518.8411034556553,145.18759783378093
